ID,Lat,Lon,Label,Target,B2_1,B3_1,B4_1,B8_1,B2_2,B3_2,B4_2,B8_2,B2_3,B3_3,B4_3,B8_3,B2_4,B3_4,B4_4,B8_4,B2_5,B3_5,B4_5,B8_5,B2_6,B3_6,B4_6,B8_6,B2_7,B3_7,B4_7,B8_7,B2_8,B3_8,B4_8,B8_8,B2_9,B3_9,B4_9,B8_9,B2_10,B3_10,B4_10,B8_10,B2_11,B3_11,B4_11,B8_11,B2_12,B3_12,B4_12,B8_12,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,soil_data,distance_from_bottom_left,distance_from_top_right,distance_from_top_left,distance_from_bottom_right,slope,distance_pca,Land_Cover
ID-SU-1-21,14.21854014546662,33.21507239436585,1,1,4847.666666666667,4617.0,4514.0,4644.666666666667,7850.666666666667,7431.333333333333,7041.333333333333,7116.666666666667,5427.6,5111.6,4852.4,5588.6,3443.0,3500.2,3123.2,5068.4,518.6666666666666,958.6666666666666,1025.0,2584.333333333333,1027.8333333333333,1479.3333333333333,1963.6666666666667,3028.333333333333,1165.6666666666667,1614.0,2185.6666666666665,2917.333333333333,1172.3333333333333,1580.6666666666667,2070.333333333333,2678.0,1359.3333333333333,1756.0,2181.0,2709.0,1256.6666666666667,1645.0,2087.0,2597.6666666666665,2972.833333333333,3139.333333333333,3383.333333333333,3688.3333333333335,1511.3333333333333,1702.0,1969.0,2322.333333333333,0.0142669966516232,0.0053209021989923,0.0705104875011972,0.237462766736657,0.4320280753601773,0.2132745726495726,0.1433797112809459,0.1279747279747279,0.1079754601226993,0.1090081115696598,0.0431298609474428,0.0823364921547304,1.0,2514.497876934562,31.486751795797915,2536.8355005878743,2534.3238218941588,3.3730838210237497,2509.745724938575,40
ID-SU-0-212,14.470883085940711,33.05274015138892,1,0,4453.166666666667,4266.083333333333,4261.75,4423.666666666667,5149.541666666667,4905.333333333333,4716.583333333333,5093.833333333333,5278.3,5096.0,4914.6,5115.0,2961.9,3078.7,3284.0,3589.9,918.2916666666666,1275.25,1638.0,2124.4166666666665,831.125,1168.8333333333333,1594.3333333333333,2012.9166666666667,816.2083333333334,1190.8333333333333,1585.8333333333333,2032.0833333333333,890.6666666666666,1247.75,1665.5,2124.1666666666665,1250.3333333333333,1635.1666666666667,2015.8333333333333,2514.6666666666665,1285.9166666666667,1688.3333333333333,2123.083333333333,2666.9166666666665,3114.833333333333,3287.4166666666665,3588.333333333333,3880.5833333333335,1255.25,1593.0833333333333,1942.5833333333333,2319.75,0.0186423602782442,0.0384540242089615,0.0199808566642737,0.0445016657210608,0.1292830405989058,0.1160394575738674,0.1233444661983185,0.121030873427742,0.1101055806938159,0.1135351426583158,0.0391288339451281,0.0884883084382576,1.0,2501.4935547503887,49.11186407383745,2524.1325750136834,2521.621319997581,1.3330909199429968,2481.740812569846,60
ID-IR-0-15,32.43377393510056,48.311729406619975,2,0,1435.6666666666667,1937.8333333333333,2595.0,3144.5,1446.3333333333333,1897.3333333333333,2486.5,2940.5,1307.0,1810.0,2428.4,2945.2,2007.1666666666667,2196.1666666666665,2563.0,2848.4166666666665,3085.4,3376.4,3715.7,4118.0,4697.333333333333,4756.166666666667,4681.083333333333,5281.833333333333,1252.0,1584.8,1866.4,2661.2,2518.1,2765.6,2958.3,3767.3,1352.4166666666667,1699.9166666666667,1943.4166666666667,2961.833333333333,4954.8,4933.6,4945.6,5610.0,2348.833333333333,2681.1666666666665,3101.1666666666665,3607.0,1450.6666666666667,1977.1666666666667,2637.333333333333,3225.9166666666665,0.0957400470424253,0.0836557950985811,0.0961738871520023,0.0527434282458382,0.0513550429554361,0.0602986073355359,0.1755455428924816,0.1202866658736766,0.2076176885309957,0.0629428928720299,0.0754056001391339,0.1003851674981167,1.0,24.50325149156124,2512.2394361751635,28.417111611684685,28.69715540310747,2.3841233565757234,-2482.699884374225,30
ID-IR-0-162,32.33174374475871,48.31930402941845,2,0,2119.0,2733.0,3555.333333333333,4088.0,1989.3333333333333,2598.6666666666665,3354.6666666666665,3851.3333333333335,2092.0,2751.6,3578.6,4087.6,3235.333333333333,3517.6666666666665,3738.3333333333335,4280.666666666667,3072.8,3689.2,4332.6,4869.6,4138.333333333333,4287.0,4335.333333333333,4917.333333333333,1673.2,2160.4,2604.0,3548.4,4887.6,5102.8,5273.2,6173.2,1635.6666666666667,2029.5,2199.333333333333,3319.6666666666665,3360.4,3634.4,3936.6,4766.8,2941.333333333333,3305.0,3768.3333333333335,4312.666666666667,1986.0,2607.6666666666665,3369.6666666666665,3914.6666666666665,0.0696903619712167,0.0689240447775002,0.0663953458036576,0.0676310429396849,0.0583556106148529,0.0629007853591757,0.1535010727520967,0.0786273413474979,0.2029957117835356,0.0953880092837282,0.0673596502083075,0.0748181027776506,1.0,16.579072570366748,2504.04432938678,21.32435669742229,20.7339553296838,1.854334168853263,-2490.128937427951,40
ID-SU-0-176,14.404931194686284,33.35016545330291,1,0,4524.5,4430.166666666667,4431.0,4579.0,4172.833333333333,4049.8333333333335,4048.5,4249.333333333333,5103.7,4947.4,4801.4,5032.9,1874.1,2107.0,2352.0,2815.4,911.3333333333334,1306.0,1737.5,2279.333333333333,856.4166666666666,1229.1666666666667,1655.0,2210.833333333333,849.3333333333334,1227.0,1619.5,2233.6666666666665,889.0,1260.6666666666667,1682.8333333333333,2321.6666666666665,1193.4166666666667,1598.0,2006.3333333333333,2644.333333333333,1099.25,1518.5,2024.8333333333333,2737.6666666666665,1818.8333333333333,2157.6666666666665,2567.333333333333,3074.833333333333,1455.6666666666667,1756.0,2071.833333333333,2571.5,0.0164261931187569,0.0242031052282724,0.0235400587738832,0.0896775941479274,0.1348906684369943,0.1437809872817418,0.1593927072970284,0.159528863362051,0.1371846330275229,0.149676290463692,0.0899477151212595,0.1076094759511844,1.0,2489.17249890825,16.773611953039854,2511.509316825786,2508.9976384783586,1.8543341688295631,2479.018326266983,50
ID_QENCZF5H29Y1,14.393616,33.537254,1,0,4406.25,4299.333333333333,4239.0,4795.0,4921.583333333333,4789.666666666667,4513.0,5530.0,3445.0,3446.3,3299.8,4246.8,700.5,1068.3,1273.5,2790.8,731.4166666666666,1090.75,1524.1666666666667,2571.5,764.5,1207.4166666666667,1606.1666666666667,2639.833333333333,863.0833333333334,1331.0,1852.5,2758.0,968.6666666666666,1422.5,1950.6666666666667,2833.333333333333,1346.4166666666667,1867.3333333333333,2359.5,3096.333333333333,1133.6666666666667,1645.6666666666667,2217.333333333333,3197.1666666666665,2815.083333333333,3002.1666666666665,3316.6666666666665,4126.666666666667,1347.1666666666667,1712.8333333333333,2128.1666666666665,2745.333333333333,0.0615452734115563,0.1012645623817584,0.1254869742665571,0.3733238195999311,0.2557174249206478,0.2434448108023237,0.1963995228283266,0.1845039018952062,0.1350542233083855,0.1809646935697355,0.1088222122704881,0.1266372559078007,1.0,2478.808591858756,9.220450304646556,2500.971380489221,2498.459632900612,2.9400435846118733,2467.0316840036303,30
ID_F1HEH3BL1ECS,14.480483,33.24063,1,0,5166.5,4985.333333333333,4772.0,5205.333333333333,4416.166666666667,4344.166666666667,4202.0,4649.333333333333,4022.4,3643.0,3425.2,4288.4,1455.0,1566.2,1403.8,2852.4,387.8333333333333,652.8333333333334,618.6666666666666,2398.6666666666665,403.5,684.5,655.8333333333334,2777.0,444.5,742.8333333333334,795.0,2754.0,604.6666666666666,902.3333333333334,1021.3333333333334,2667.333333333333,911.8333333333334,1244.8333333333333,1394.3333333333333,2865.333333333333,787.6666666666666,1131.6666666666667,1292.0,2986.0,1441.8333333333333,1678.3333333333333,1824.0,3139.333333333333,943.0,1199.3333333333333,1434.6666666666667,2364.333333333333,0.0434317786983829,0.0505385252692626,0.1119062435179423,0.3403505474366806,0.589924878479894,0.6179055202213914,0.5519864750633982,0.4462317007048617,0.3453321856170279,0.3959794296400187,0.2650100738750839,0.2447135211020444,1.0,2488.9980490062258,31.2247503506116,2511.479605089454,2508.968081331581,2.664800238801746,2471.710574282861,40
ID-IR-0-204,32.33174374475871,48.31930402941845,2,0,2119.0,2733.0,3555.333333333333,4088.0,1989.3333333333333,2598.6666666666665,3354.6666666666665,3851.3333333333335,2092.0,2751.6,3578.6,4087.6,3235.333333333333,3517.6666666666665,3738.3333333333335,4280.666666666667,3072.8,3689.2,4332.6,4869.6,4138.333333333333,4287.0,4335.333333333333,4917.333333333333,1673.2,2160.4,2604.0,3548.4,4887.6,5102.8,5273.2,6173.2,1635.6666666666667,2029.5,2199.333333333333,3319.6666666666665,3360.4,3634.4,3936.6,4766.8,2941.333333333333,3305.0,3768.3333333333335,4312.666666666667,1986.0,2607.6666666666665,3369.6666666666665,3914.6666666666665,0.0696903619712167,0.0689240447775002,0.0663953458036576,0.0676310429396849,0.0583556106148529,0.0629007853591757,0.1535010727520967,0.0786273413474979,0.2029957117835356,0.0953880092837282,0.0673596502083075,0.0748181027776506,1.0,16.579072570366748,2504.04432938678,21.32435669742229,20.7339553296838,1.854334168853263,-2490.128937427951,40
ID_UW0OKH3LYHP9,32.092134,48.493664,2,0,740.6666666666666,1007.6666666666666,1119.0,2752.333333333333,858.5,1090.6666666666667,1221.0,2730.333333333333,655.6,953.2,1049.0,2737.2,893.1666666666666,1139.8333333333333,1132.6666666666667,2610.6666666666665,2205.4,2496.8,2549.2,3972.0,5631.0,5457.0,5289.333333333333,5579.666666666667,444.0,635.6,659.0,1696.4,3892.4,3904.4,3718.0,4797.2,1320.0,1597.6666666666667,1423.5,3383.333333333333,2708.0,2769.0,2639.0,3906.8,2761.6666666666665,2795.1666666666665,2844.6666666666665,3816.6666666666665,907.8333333333334,1223.6666666666667,1509.6666666666667,2920.333333333333,0.4219045978990873,0.381980765986165,0.4458824150863662,0.3948352626892252,0.2181807029381096,0.0267120556935627,0.4404347456907532,0.12673806839534,0.4077181789813113,0.1936814445904244,0.1459167333867093,0.3184349134687735,3.0,34.55342588546721,2494.5624817975213,18.258775752110605,16.159852753398663,3.862262094816074,-2480.291643500233,40
ID_0H8FVSM8JFIF,32.091236,48.130026,2,0,1370.6666666666667,1908.1666666666667,2560.5,3173.1666666666665,1416.6666666666667,1937.0,2528.833333333333,3045.833333333333,1361.8,1954.0,2570.4,3098.0,2412.9166666666665,2641.75,2930.9166666666665,3344.833333333333,3056.4,3536.8,3977.4,4529.1,4250.416666666667,4283.666666666667,4402.333333333333,4879.5,1069.5,1418.3,1563.0,2708.2,2467.9,2819.8,3048.3,4243.4,1622.25,1975.5,2070.1666666666665,3453.5,1894.0,2068.3,2288.0,3069.0,3200.833333333333,3430.1666666666665,3799.5,4207.166666666667,1451.3333333333333,2025.1666666666667,2673.333333333333,3117.0,0.106854252659729,0.0927409710595551,0.0930774116152706,0.0659549323454036,0.064856286369247,0.051408665673089,0.2681213710432665,0.163898679320323,0.2504375113149478,0.1457905544147844,0.0509159034138218,0.0766219561337861,0.0,17.739711921978774,2472.1343753645224,41.48481350637015,39.191617225886986,3.536154371354048,-2454.281840181471,40
ID_EHTAULQR4JR2,32.426577,48.322086,2,0,1165.6666666666667,1587.1666666666667,2221.833333333333,2914.833333333333,1306.8333333333333,1762.8333333333333,2368.6666666666665,2982.6666666666665,1389.0,1933.8,2674.6,3424.0,1771.0833333333333,2510.5,3011.6666666666665,3301.5,3126.2,3396.7,3821.6,4446.1,4277.333333333333,4394.666666666667,4387.75,5179.583333333333,993.9,1333.2,1420.3,3025.7,2238.3,2497.7,2511.9,4072.1,1143.75,1508.5833333333333,1301.0833333333333,3796.5,3841.6,4005.9,4170.2,4841.5,1720.1666666666667,2007.1666666666667,2358.1666666666665,3108.1666666666665,1055.5,1519.0,2144.0,2862.833333333333,0.1349123945489941,0.1147377600597981,0.1228806611353425,0.0459093429076797,0.0755349129745879,0.082764267298446,0.3610886189833558,0.2369684082624544,0.4895293521439899,0.0744920492248965,0.137203488017562,0.1435704537132585,1.0,24.364967011144387,2512.255826729552,27.163484296670813,27.45895267350225,2.1549899428716293,-2484.0280591548008,40
ID-SU-1-67,14.206119760051749,33.43581474342693,1,1,3750.5,3645.6666666666665,3551.333333333333,3767.0,5801.666666666667,5500.666666666667,5189.5,5665.666666666667,3952.0,3909.4,3543.6,5097.4,2073.2,2287.0,1916.4,4346.0,467.0,908.6666666666666,898.6666666666666,2929.6666666666665,670.5,1053.1666666666667,1374.3333333333333,2774.0,657.5,1038.5,1381.3333333333333,2738.333333333333,764.1666666666666,1053.5,1469.0,2354.6666666666665,1052.5,1412.3333333333333,1773.3333333333333,2446.0,945.6666666666666,1317.3333333333333,1771.6666666666667,2392.333333333333,1318.3333333333333,1610.0,1981.3333333333333,2395.6666666666665,957.6666666666666,1187.0,1462.0,1760.0,0.0294693691641994,0.0438654404200764,0.1798171507927322,0.3879662749105774,0.5305180670439704,0.3374045801526718,0.329395582166842,0.2316275825995989,0.1594248696476536,0.14905539545309,0.0946614880816388,0.0924891371818746,1.0,2502.1932824419364,14.57064423439652,2524.327648690152,2521.8159017638022,0.9274099368729608,2499.4732356355576,40
ID-IR-0-151,32.41276715442315,48.29081732373419,2,0,2239.4444444444443,2755.6666666666665,3279.333333333333,3603.1111111111113,2028.6666666666667,2488.4444444444443,2904.333333333333,3157.111111111112,2061.866666666667,2618.8,3032.0,3237.333333333333,3282.111111111112,3409.777777777778,3490.0,3730.3333333333335,3680.0,4020.266666666667,4285.666666666667,4520.666666666667,5365.111111111111,5347.777777777777,5234.944444444444,5791.666666666667,1720.1333333333334,2086.266666666667,2441.6666666666665,2691.866666666667,3828.8,4205.666666666667,4393.533333333334,4686.333333333333,2519.8888888888887,2680.333333333333,2822.111111111112,3538.3888888888887,5754.533333333334,5804.666666666667,5799.2,6119.866666666667,2865.8888888888887,3301.222222222222,3677.3333333333335,4046.8888888888887,2300.333333333333,2877.0,3407.1666666666665,3699.222222222222,0.0470440089115624,0.0417025644785804,0.0327520204168439,0.0332856285490051,0.0266853400961429,0.0504889686062505,0.048738360843084,0.0322471695619611,0.1126134388456532,0.0269036725470674,0.0478437239276158,0.0410976038775749,1.0,21.489162031321506,2509.1884035900416,28.33515962924705,28.34695840609445,1.4375003903809598,-2482.9001674231417,50
ID-SU-1-114,14.582750623633912,33.22798385950557,1,1,3116.5,3041.0,3096.6666666666665,3241.0,3430.6666666666665,3439.333333333333,3431.333333333333,3846.3333333333335,2700.4,2651.8,2532.4,3033.6,2894.2,2871.0,2881.2,3322.4,490.6666666666667,801.1666666666666,988.8333333333334,1770.6666666666667,385.3333333333333,670.0,768.1666666666666,2066.0,328.8333333333333,629.0,729.0,2350.0,463.8333333333333,745.0,987.8333333333334,1753.6666666666667,792.8333333333334,1121.3333333333333,1231.3333333333333,2678.6666666666665,763.0,1145.3333333333333,1288.6666666666667,2939.0,1268.6666666666667,1571.0,1903.6666666666667,2589.6666666666665,980.6666666666666,1296.6666666666667,1678.3333333333333,2046.0,0.0227738915478883,0.0570237713552878,0.0900467121810995,0.0711199948417048,0.2833242737210847,0.4579241399588357,0.5264696329977265,0.2793482886497659,0.3701619778346121,0.3903650555862177,0.1526706231454005,0.0987201288821265,1.0,2480.463255042674,39.52053659325102,2503.0213733636065,2500.509968241252,1.854334168853263,2454.8370134483034,40
ID-SU-0-247,14.49486554948453,33.25135273527249,1,0,3532.333333333333,3465.6666666666665,3543.0,3860.0,4179.833333333333,4063.5,4039.0,4355.0,5051.6,4860.4,4653.2,5034.4,2131.0,2380.4,2698.4,3010.0,887.8333333333334,1215.6666666666667,1669.3333333333333,2202.6666666666665,841.8333333333334,1203.3333333333333,1589.6666666666667,2193.333333333333,794.0,1175.3333333333333,1617.6666666666667,2213.6666666666665,927.0,1294.3333333333333,1723.3333333333333,2330.6666666666665,1188.3333333333333,1568.3333333333333,1996.0,2640.333333333333,1111.0,1483.0,1971.6666666666667,2662.0,1770.6666666666667,2037.6666666666667,2395.6666666666665,2938.333333333333,1253.6666666666667,1562.3333333333333,1903.0,2376.333333333333,0.0428204781845197,0.0376459375744579,0.0393492712333291,0.0545862238105248,0.1377410468319559,0.1595735307075513,0.1555594223072907,0.1498108863673737,0.1389747645409447,0.1489820876195957,0.1017372828396451,0.1106091291478423,0.0,2487.025913713826,31.181571368760185,2509.50725646913,2506.9957325528767,1.3331649956674696,2468.768972497441,50
ID_HFPTTZTE3OGP,32.201908,48.313821,2,1,1155.8333333333333,1527.8333333333333,1991.0,2354.333333333333,1271.3333333333333,1620.0,2040.6666666666667,2381.6666666666665,1203.2,1608.0,2055.6,2411.6,2820.333333333333,2959.333333333333,2996.333333333333,3433.0,2313.2,2663.6,3038.0,3326.6,4591.833333333333,4604.166666666667,4453.333333333333,5185.333333333333,250.0,522.0,235.2,4671.8,3565.6,3585.4,3327.4,6788.6,1493.8333333333333,1565.5,1365.8333333333333,4888.666666666667,2637.4,2612.6,2437.6,4029.2,2036.1666666666667,2115.1666666666665,2243.5,2655.6666666666665,929.3333333333334,1166.1666666666667,1459.6666666666667,1789.3333333333333,0.0836146057072722,0.077108615361423,0.0796919770773639,0.067917876399834,0.0453445621091663,0.0759441139853368,0.9041369472182595,0.342151047844998,0.5632477949209903,0.2461186367291396,0.084129954073822,0.1014671180876166,0.0,13.969250329880376,2492.726029656661,20.839987230457726,18.784615219454835,1.4355514001507197,-2487.0187033381126,40
ID-IR-1-218,32.02143791554781,48.63534812196022,2,1,1677.5833333333333,2200.833333333333,2784.833333333333,3193.833333333333,1424.1666666666667,1828.0,2282.6666666666665,2704.333333333333,1548.4,2041.6,2580.2,2938.0,2913.2727272727275,3255.6363636363635,3545.2727272727275,3962.727272727273,2351.0,2622.7272727272725,2909.6363636363635,3415.181818181818,4467.75,4421.5,4288.833333333333,5296.0,2712.3636363636365,2931.818181818182,3003.454545454545,4113.636363636364,4055.636363636364,4188.545454545455,4092.363636363637,5256.272727272727,3367.0,3587.333333333333,3693.8333333333335,4608.166666666667,2400.7272727272725,2773.818181818182,3108.3636363636365,3768.909090909091,1787.8333333333333,2220.6666666666665,2495.833333333333,3602.0,917.6923076923076,1432.3076923076924,1328.6153846153843,4282.615384615385,0.0684099018733273,0.0845531715794399,0.0648399840527708,0.0556012980093959,0.0799304327828324,0.1050792049940009,0.155988146331494,0.1245004132834151,0.110134104231912,0.0960475875743555,0.1814032306556973,0.5264442190113234,2.0,50.04729681479775,2497.472932578902,27.805410374788966,26.739080567989795,2.1868026122899376,-2463.9162210970185,40
ID_JZF8JDYQ5IVH,14.269559,33.279527,1,1,4702.166666666667,4555.0,4468.666666666667,4514.0,6231.333333333333,5873.0,5566.666666666667,5932.333333333333,3829.8,3714.8,3470.6,4667.4,3065.0,3131.2,2658.8,5586.0,208.16666666666663,584.8333333333334,337.6666666666667,3570.0,445.8333333333333,758.0,855.5,2471.6666666666665,645.3333333333334,946.0,1297.6666666666667,2082.6666666666665,798.8333333333334,1127.0,1489.0,2201.333333333333,1065.0,1382.0,1714.3333333333333,2303.6666666666665,918.3333333333334,1253.6666666666667,1625.6666666666667,2120.0,2510.6666666666665,2599.1666666666665,2759.333333333333,3132.333333333333,1304.6666666666667,1554.0,1809.6666666666667,2068.333333333333,0.0050467567166394,0.0317998666550714,0.1470631604816908,0.3550359014166505,0.8271773436833576,0.4857486349747031,0.2322256187752686,0.1930268268449101,0.1466733034677285,0.1319747263504493,0.0633097595473833,0.0667010486505071,1.0,2505.8845233189395,23.021300705781925,2528.197704682312,2525.686008950688,8.642853301060292,2500.993265464853,40
ID_3XW2HNOYXAQR,14.437544,33.226886,1,1,5051.666666666667,4744.0,4545.333333333333,4698.0,4428.416666666667,4317.916666666667,3910.6666666666665,5265.5,4322.0,4210.2,3812.7,5270.4,1777.8,2122.0,1791.1,3934.2,633.5833333333334,1014.9166666666666,1241.9166666666667,2549.6666666666665,717.0,1083.6666666666667,1450.0,2252.833333333333,487.1666666666667,750.0833333333334,1084.3333333333333,1427.0833333333333,567.5833333333334,837.4166666666666,1060.6666666666667,1525.0,715.25,1017.25,1102.4166666666667,2229.6666666666665,601.9166666666666,945.6666666666666,1023.5,2638.333333333333,2071.9166666666665,2364.833333333333,2720.1666666666665,3476.5,1290.6666666666667,1640.8333333333333,2070.6666666666665,2447.5,0.0165164082221421,0.1476469840347276,0.1604848564917264,0.3743209962796709,0.3449086793116332,0.2168159517486609,0.136476756146929,0.1795797344334149,0.3383018631986995,0.4409903964316599,0.1220548682087144,0.0834040355601461,2.0,2493.760732246263,30.271540792898936,2516.226931955095,2513.715387262658,2.1272309021387543,2479.324778628144,40
ID_AZPM2NOYXA3V,14.406642,33.369628,1,0,3845.0,3852.8333333333335,3921.3333333333335,4181.833333333333,4211.833333333333,4089.6666666666665,3947.8333333333335,4166.0,4711.3,4616.2,4490.8,4820.4,1768.5,1989.5,2123.0,2891.4,768.6666666666666,1160.8333333333333,1581.5,2230.6666666666665,792.5,1175.0,1614.0,2139.833333333333,759.0833333333334,1172.5,1611.5,2129.333333333333,832.6666666666666,1185.5,1621.0,2156.5,1108.6666666666667,1488.6666666666667,1888.0,2399.6666666666665,961.4166666666666,1335.5,1764.0,2401.6666666666665,2006.5,2168.333333333333,2475.333333333333,3075.833333333333,1109.6666666666667,1395.8333333333333,1704.0,2162.1666666666665,0.0321479257080564,0.0268882361399256,0.0353982300884955,0.1532386726228462,0.1702881126218685,0.1400790303245571,0.1384272666518156,0.1417604235605559,0.1193345253828811,0.1530767384172201,0.1081754586123037,0.1185067034530326,1.0,2487.825356864844,15.113222537108186,2510.146026361811,2507.634336308031,0.9575143809445238,2477.804433251496,50
ID_MSAFKA3Y9N54,32.453975,48.24016,2,0,1238.9166666666667,1703.3333333333333,2264.4166666666665,2872.25,1315.5833333333333,1770.75,2335.9166666666665,2824.4166666666665,1213.2,1708.1,2297.55,2880.4,2949.9166666666665,3128.833333333333,3314.4166666666665,4052.0,2737.7,2966.35,3326.75,3870.7,5114.583333333333,5090.375,5084.916666666667,5678.375,840.3,1121.5,1345.5,2565.75,3567.55,3669.3,3718.85,4664.3,1561.8333333333333,1668.375,1784.75,2813.2916666666665,4476.95,4377.3,4507.15,4999.4,2223.7916666666665,2494.5,2866.5,3396.4166666666665,1085.1666666666667,1548.3333333333333,2124.458333333333,2739.75,0.1183322517845555,0.0946644273625734,0.1125638524898849,0.100127832392502,0.0755753773906035,0.0551372527766056,0.3119846596356663,0.1127798023416019,0.22369124536714,0.0517800884653212,0.0846118022752977,0.1264936911624878,1.0,23.90469870762148,2509.631210152808,34.91368541712758,34.94972334987039,4.306427217133045,-2475.298924483614,30
ID-SU-1-179,14.485125113887136,33.3218855140866,1,1,2663.5,2688.333333333333,2825.333333333333,3136.0,3000.333333333333,2920.0,2880.6666666666665,3216.333333333333,4479.2,4318.4,4112.2,4498.0,1664.8,1850.6,1861.2,2550.4,481.5,758.8333333333334,828.8333333333334,1788.3333333333333,430.0,712.6666666666666,785.8333333333334,1806.0,370.3333333333333,678.8333333333334,748.6666666666666,2021.0,480.5,789.6666666666666,818.6666666666666,2505.0,849.3333333333334,1203.1666666666667,1300.5,2598.6666666666665,807.5,1168.6666666666667,1423.6666666666667,2489.6666666666665,1964.0,2183.333333333333,2486.333333333333,3063.333333333333,1148.3333333333333,1425.3333333333333,1725.0,2056.6666666666665,0.0521136211138447,0.0550543983379804,0.0448073215488606,0.1562244990479644,0.3666178437241291,0.3936081280946562,0.4593813936695151,0.5073713769932806,0.3329343876896772,0.2724020442930153,0.1039702084209261,0.0877038342882326,1.0,2483.575558846714,24.69503323551025,2505.988602840795,2503.47699512607,0.9578516110347,2466.7444320753275,40
ID_67HOR4JXE8B5,14.530968,33.449937,1,0,1798.5,1941.0,2018.1666666666667,2987.6666666666665,1902.8333333333333,2082.6666666666665,2088.5,3149.6666666666665,4970.4,4760.6,4489.8,5354.4,1101.0,1379.8,1538.0,2801.2,374.5,653.5,724.6666666666666,2395.6666666666665,362.3333333333333,665.8333333333334,752.8333333333334,2330.333333333333,364.0,658.8333333333334,755.0,2176.333333333333,515.3333333333334,829.3333333333334,982.3333333333334,2244.333333333333,974.6666666666666,1378.5,1609.3333333333333,2691.0,712.8333333333334,1107.5,1326.3333333333333,2796.6666666666665,1908.6666666666667,2201.333333333333,2266.0,3483.333333333333,1489.1666666666667,1795.6666666666667,2016.6666666666667,2990.0,0.1936740469452305,0.2025836011327118,0.0878283659413664,0.2911135693215338,0.535519709432753,0.5116492783393697,0.4848760518535365,0.3911157024793388,0.251530889078366,0.3566173498261783,0.211734693877551,0.1944074567243675,0.0,2471.53615712014,22.825747232734813,2493.865063161753,2491.3533795709814,0.9274099368611016,2449.5024686924808,30
ID-SU-1-58,14.267682697908953,33.404280006509026,1,1,3691.1666666666665,3622.5,3655.6666666666665,3687.0,6272.5,5911.666666666667,5493.333333333333,5886.0,3978.6,3795.8,3489.0,4726.8,2568.8,2660.2,2466.0,4034.0,497.1666666666667,807.8333333333334,1040.6666666666667,2188.6666666666665,451.0,704.8333333333334,918.1666666666666,1440.0,342.0,629.3333333333334,603.3333333333334,2506.333333333333,346.5,595.1666666666666,524.5,3009.6666666666665,949.8333333333334,1289.8333333333333,1418.5,2956.0,1117.0,1647.6666666666667,2314.0,3573.0,1768.1666666666667,1982.8333333333333,2287.333333333333,2753.6666666666665,1166.5,1341.6666666666667,1560.0,1866.6666666666667,0.0042672961685128,0.0345070009959576,0.1506609216387935,0.2412307692307692,0.3554913294797687,0.2212877235140292,0.6119626969664487,0.7031832115067201,0.3514687392844896,0.2138610497706811,0.0925081002446603,0.0894941634241245,2.0,2498.4509719635407,10.957760253695165,2520.652453754842,2518.140710561369,4.721725454568118,2495.7161250036443,40
ID-SU-0-271,14.446590293855664,33.11872604033135,1,0,4764.5,4580.5,4523.666666666667,4606.166666666667,5329.333333333333,5084.333333333333,4969.5,5188.0,5489.9,5250.6,5047.6,5162.4,2872.5,2933.8,3103.6,3338.4,761.5,1085.0,1477.8333333333333,1875.6666666666667,704.9166666666666,1018.4166666666666,1410.3333333333333,1800.0,700.9166666666666,1052.5833333333333,1438.1666666666667,1831.3333333333333,805.75,1143.1666666666667,1546.0,1993.8333333333333,1101.5,1494.5,1876.6666666666667,2391.5,1110.5833333333333,1498.1666666666667,1985.3333333333333,2551.333333333333,1472.8333333333333,1642.8333333333333,1996.1666666666667,2588.5,1301.3333333333333,1623.1666666666667,1957.3333333333333,2319.0,0.0090363095346756,0.021511198621708,0.0112438785504406,0.0364483079788885,0.1186322747378361,0.1213788806977469,0.120252841922822,0.1265125476717359,0.1206216564489046,0.1247612049963262,0.1291987785371528,0.0845740120040533,1.0,2499.6126472670016,41.51650941705591,2522.179008552582,2519.6676159975395,0.9576851343408986,2482.62151736542,20
ID_O0U9FOUS24UB,14.367385,33.210806,1,1,4507.833333333333,4419.666666666667,4419.333333333333,4399.666666666667,6072.666666666667,5894.333333333333,5733.666666666667,5695.333333333333,4448.0,4245.4,4087.2,4378.8,2904.6,2880.4,2893.4,3170.4,408.3333333333333,634.3333333333334,915.8333333333334,1154.3333333333333,440.3333333333333,691.5,839.8333333333334,1438.0,282.5,584.8333333333334,444.0,3450.1666666666665,306.8333333333333,535.0,406.3333333333333,3978.6666666666665,696.6666666666666,1004.3333333333334,1057.6666666666667,3093.333333333333,888.6666666666666,1267.0,1820.0,2631.833333333333,2016.3333333333333,2114.833333333333,2295.333333333333,2530.6666666666665,1409.6666666666667,1518.5,1700.6666666666667,1981.3333333333333,-0.0022300336394904,-0.0033540408901333,0.0344436569808646,0.0456809261519179,0.115208115288624,0.2626033511377771,0.7719666167344318,0.8146712276700874,0.4904039187344415,0.1823593276178353,0.0487636413869318,0.0762266883939887,1.0,2501.152871191332,29.78652211860158,2523.5885052637245,2521.0769221131864,3.992560160275848,2490.6411345269694,40
